topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9
0.011111763258177237,0.01111366419561161,0.011115272038537845,0.011111924469327213,0.011112129165799924,0.011112471784526914,0.8999805026750541,0.01111197203938156,0.011112146199130845,0.011118154174452709
0.020000050178164613,0.020000077944839142,0.02000158957149594,0.020000100770211544,0.020000109561923704,0.02000132325802098,0.02000029017981816,0.020000176280404024,0.020000184103968543,0.8199960981511534
0.0034490612706143666,0.0034492457802427173,0.243012941570121,0.003448734748888366,0.0034489057110844174,0.0034490083312566987,0.0034492973526017725,0.0034487650725927273,0.003448776451880313,0.7293952637107176
0.014287710573976386,0.014287330980387569,0.014292235581478633,0.014287481848718175,0.014288115587506868,0.014287744755372951,0.014287438986055688,0.01428994354374584,0.014287780570097294,0.8714042175726606
0.016667690112810378,0.016667481897190164,0.016671553242856036,0.016667554858553587,0.016667387801229415,0.016668513359859524,0.8499858073866159,0.01666926941506607,0.016667585672728687,0.0166671562530904
0.025003443726086132,0.0250021981091189,0.7749566431016818,0.025003005476677914,0.025002357852545537,0.025003213636944573,0.025005340897320393,0.02500270702494484,0.025003195982133963,0.025017894192546082
0.02500003712849327,0.025000093894822783,0.02500266968382682,0.025000114414029943,0.025000116990790938,0.025002247827128374,0.025000353639865823,0.025000130063480938,0.025000255218883424,0.7749939811386777
0.004545707172433918,0.0045457012047779785,0.004546191918014972,0.004545700404501167,0.004545685653826482,0.004547898245555215,0.9590860505283657,0.004545690969625985,0.004545688664458341,0.004545685238440296
0.02000062772098767,0.020000808968846366,0.02001623942841231,0.020000592820393726,0.020000610843810853,0.02000315479876207,0.020000735969745175,0.020000577898148218,0.020001022573237125,0.8199756289776565
0.05000500781305095,0.050004482893787824,0.05000138847788402,0.5499676170121202,0.050003506794734524,0.05000331102821022,0.050003669387663575,0.050005275697182015,0.05000493253163475,0.050000808363731976
0.0200011333743946,0.020001216124699916,0.02000253002458003,0.020000877364778073,0.020001119981179417,0.020002192652550176,0.020001072873913936,0.02000120321665015,0.020001327308728997,0.8199873270785247
0.008333429786275348,0.00833341373655121,0.9249961675331638,0.00833340328535072,0.008333456400302293,0.00833404272142614,0.008333581158676289,0.008333425156608473,0.008333517307861665,0.008335562913783937
0.020000127647227674,0.020000127818525188,0.02000245108729074,0.02000019147993915,0.020000166510882163,0.020001858674617547,0.020000207446398823,0.02000037180070021,0.020000362667884308,0.8199941348665343
0.016667825196702128,0.016667940373106902,0.016668209467433075,0.01666802459478121,0.016667815225618412,0.016667192079203315,0.016667391532086493,0.016670506620311984,0.016667828971437794,0.8499872659393186
0.016666778880732144,0.016666820456668275,0.8499978692024092,0.01666676670589778,0.016666874900576955,0.0166670014616751,0.016667340714859213,0.016666787995417435,0.016666831405142937,0.016666928276621036
0.020001874382047594,0.020001552366523907,0.020002010489749634,0.02000138673998252,0.020001931859706164,0.020002205918395948,0.020001305994922263,0.02000142415505421,0.0200014925752899,0.8199848155183278
0.004762068437318212,0.004762045461106767,0.0047633269676322625,0.004762076724731128,0.004762096729706566,0.00476251059993251,0.004762307617283088,0.0047621264360628605,0.004762091995326465,0.9571393490309001
0.025001684016648554,0.02501295431147445,0.02501017082064155,0.025002058963609228,0.025004963884367678,0.7749544974450242,0.025007187664410742,0.025001747507728673,0.025002093380366925,0.025002642005728066
0.016667521693285156,0.016667288534781288,0.8499855819328586,0.01666749598091489,0.01667005864888012,0.01666979085851659,0.01666776981553444,0.016667930701727108,0.0166676645342814,0.016668897299220567
0.050003487046205886,0.050001780989792584,0.05000128868030635,0.05000256234454762,0.05000229688698589,0.050001455787230906,0.05001586649372017,0.549966385767276,0.0500017870607959,0.050003088943138665
0.0025641861209291855,0.002564207657345836,0.9769212783669333,0.002564223004162624,0.002564295331901335,0.0025644234118886965,0.0025643446997087494,0.0025642207906311824,0.0025642187356727042,0.002564601880826249
0.00200002059828046,0.002000020951259639,0.002000274356086058,0.002000046804072183,0.0020000258796626794,0.9819989805198356,0.00200008071791245,0.0020000218912677482,0.0020000335050552372,0.0020004947765678784
0.02500304307146669,0.025001867582338248,0.7749740951224906,0.0250034492912664,0.025003226522452206,0.025001641073678634,0.025003896790313302,0.025003867732670753,0.025003066875659927,0.025001845937663133
0.01428643691197656,0.8714216545349994,0.014287701104564135,0.014286446334105866,0.014286437675801011,0.014286301132432544,0.01428625461060741,0.014286492422243361,0.014286340866077708,0.014285934407191937
0.0076928668333439846,0.007692841923066157,0.381962477269884,0.007692965800348976,0.007692910719235708,0.5564904799126577,0.0076933212986641086,0.007692934585538607,0.007693243489169162,0.007695958168091624
0.01666792225699018,0.016667933374413267,0.1446862638117516,0.01666792056742192,0.01666794034560555,0.016668880855308987,0.01666972077716053,0.016668228002433026,0.016668977483649407,0.7219662125252655
0.012500340672527149,0.012500321862797243,0.8874925494401674,0.012500323758767218,0.012501073450072087,0.012501508316564271,0.012500642456031486,0.01250045430738684,0.012500739569387843,0.012502046166298348
0.012500882764062991,0.012501381586460612,0.012501303332545462,0.012500915079354842,0.012500926850052012,0.01250121421742302,0.01250071577632199,0.012501016858464569,0.012500994432208581,0.8874906491031059
0.0020408965929399133,0.0020408343711149322,0.002041099737196098,0.0020408371897345247,0.0020408783772744164,0.9816315058906129,0.002040888237726933,0.0020408413425142004,0.0020408529937129163,0.0020413652671732183
0.020000276361320773,0.020000450342167377,0.8199891975284375,0.02000038948443544,0.020000343524075297,0.02000208223170062,0.02000112335219327,0.020000577560337865,0.02000082616454628,0.020004733450785548
0.03333363588872243,0.03333373068864216,0.6999953960062919,0.03333359692743179,0.03333375124840376,0.03333401588326526,0.03333400547687544,0.03333349688424077,0.03333380735253111,0.03333456364359526
0.011112077121194455,0.011112224575115088,0.011113851970083102,0.01111249147937069,0.011113368051491069,0.011112904891425225,0.011113033414734337,0.01111235135177398,0.01111218403231586,0.8999855131124962
0.00769341041250005,0.007693159882904813,0.3593618590650307,0.007693292258981442,0.007693303347510124,0.007693418778731631,0.007694737070541974,0.007695404285772919,0.007693249198752677,0.5790881656992737
0.549955673571866,0.05000111801260407,0.050004931337911264,0.050001382515090925,0.050014564216557554,0.050004398361329395,0.050008691788395725,0.050001521476637834,0.05000160498946606,0.050006113730141126
0.033333963168566696,0.03333423092760677,0.6999892343038427,0.03333392199421182,0.03333417073511836,0.03333392397810527,0.03333627291174527,0.03333407675522351,0.03333511315756213,0.033335092068017456
0.025000402640119112,0.025000213815560304,0.025002629139694508,0.025000269063402185,0.025000991040531932,0.025000245442484803,0.02500052241438862,0.025000660887240563,0.025000378200218814,0.7749936873563592
0.003125282940177765,0.003125369112364648,0.003126537589375183,0.003125310660405248,0.003125296140501666,0.003127532104578889,0.003125554753361074,0.0031252822422509685,0.0031253264980484565,0.9718685079589361
0.010000694047531667,0.010001709859160521,0.17309223672753654,0.010000736365074793,0.7468994800212532,0.010000710395788842,0.010001895362075682,0.010000715068545843,0.010000808345162895,0.010001013807869927
0.025001977957830903,0.02500137347546762,0.02500301301081895,0.025001843017838005,0.025001950041255286,0.0250032087084775,0.025001056039147866,0.025001704696022472,0.025001771436327494,0.7749821016168139
0.016667888242097282,0.01666776074173051,0.8499844448574753,0.016667816157576048,0.016669175963017497,0.016668758035116353,0.016667724973346117,0.016669143171683436,0.016668478601237435,0.0166688092567199
0.01428602876425808,0.014285951476052411,0.014287044156799399,0.014286008898086046,0.014285991111957295,0.014287048612036557,0.014285962620610994,0.014286058297336823,0.014286027065702638,0.8714238789971598
0.025000114179239696,0.025000228098722824,0.02500268606059216,0.02500015083918486,0.025000197418146287,0.025002316736424255,0.025000163953911938,0.025000134095004983,0.025000243060017035,0.774993765558756
0.012500669485437724,0.012504088469320399,0.32248574433059524,0.012500621454822239,0.01250069839145147,0.01250132289418083,0.012501881300848762,0.0125007275678897,0.012501390116207989,0.5775028559892457
0.020000618650767393,0.02000054336953268,0.8199872338997634,0.020000683854018573,0.020000713691220764,0.020003752757480817,0.020001324833684497,0.020000567363944472,0.02000145541404265,0.020003106165544758
0.02500139904073112,0.025013133216825564,0.025004232988717578,0.02500140295493194,0.025001408051273856,0.7749666765299975,0.02500260458392935,0.025001488792900886,0.025001692316059036,0.025005961524632962
0.02000055585316715,0.020000711695447714,0.02000170140676736,0.020000805210137154,0.020000441185950468,0.020001759800450103,0.020000356324169483,0.020000614031793956,0.020000650797904,0.8199924036942126
0.025002041936442714,0.025001597861850793,0.774984706797902,0.025001575615444558,0.025002482568097843,0.025001254247600205,0.025002075661452138,0.025001088196620207,0.02500220633934025,0.025000970775249334
0.02500020386473304,0.025000272472773206,0.025002212139724398,0.025000367924673066,0.02500026937295787,0.025002597395944917,0.025000415277465094,0.025000315547367914,0.02500037895274729,0.7749929670516132
0.020000866727685928,0.020000617337243693,0.8199887444278289,0.02000073235854433,0.020000602733101506,0.02000253044605,0.02000080971345969,0.02000117041809905,0.02000088377121905,0.02000304206676762
0.025000315902575086,0.0250002166783354,0.7749965361824578,0.025000223173744736,0.02500096659307885,0.02500016604902665,0.025000292566825563,0.025000275099529755,0.025000445676674008,0.02500056207775217
0.01666807903127642,0.016667898974477287,0.8499787265400782,0.016667580616275553,0.01666778555647355,0.01666744237177277,0.01666772984470821,0.0166680262987212,0.01666769964599984,0.016679031120217097
0.0500043531704532,0.050003138183767094,0.050001570624943766,0.05000616016664595,0.05000393070642621,0.050005138876702104,0.05000348498059154,0.05000428707757125,0.5499627026024303,0.05000523361046859
0.02000071294570393,0.020000579523852896,0.21710374686183373,0.020000797575404808,0.020000630301302703,0.020001327609985547,0.020000516430946014,0.02000180445481048,0.02000083288430092,0.6228890514118589
0.014287259115348835,0.014286957065419782,0.502246016479439,0.014287291570773639,0.014287165627713865,0.014287630893515403,0.3834560355209276,0.014287337067538802,0.014287056201824818,0.014287250457498218
0.050003526980084034,0.05000470631259699,0.050002777507935324,0.05000682283478045,0.050005505538300105,0.050002433597563206,0.05000366073450849,0.0500053215995963,0.050003850467890264,0.5499613944267447
0.05000387595475953,0.549979496743041,0.05000210888851207,0.05000269209415879,0.0500015917738428,0.050001987199020485,0.050002237296062665,0.05000326413185563,0.05000200668153844,0.050000739237208575
0.02500252312357157,0.02500186542673262,0.025004420308692748,0.025003589092062017,0.02500230670527939,0.025005917080623583,0.025002034793057827,0.025002758086519698,0.02501303134406994,0.7749615540393906
0.005000571121569771,0.0050004157994717685,0.005001088690634139,0.005000385326942078,0.005000479981174607,0.005000516157223586,0.8543999732315347,0.0050003493672863015,0.00500036453145502,0.10559585579270804
0.016667015757826517,0.016667174422997293,0.01667802419102011,0.016667005854526237,0.016667027887836642,0.016669177803350206,0.016667252433251005,0.016666884112658747,0.016667267622685205,0.849983169913848
0.020000059478953055,0.020000090675253723,0.8199982421936552,0.020000045345641898,0.020000122933784257,0.02000005576705192,0.02000080973079096,0.02000005353592282,0.020000153368385797,0.020000366970560367
0.020002429855859725,0.020002186252707072,0.8199786032931461,0.0200023208265193,0.02000292902034335,0.02000205761537117,0.020002293258514384,0.02000257000334932,0.0200033111322552,0.02000129874193448
0.020000806660254902,0.020000797117980165,0.020005477072891402,0.020001686665864424,0.020000756721865357,0.8199763141936159,0.020001895822024267,0.02000121760336644,0.020001307927060865,0.02000974021507621
0.014286225405622655,0.014286036591690166,0.8714235076990464,0.014286084893438855,0.014286183410125233,0.01428614711158267,0.014286853936852844,0.014286274057395382,0.01428620260977403,0.014286484284471714
0.020000437773562325,0.02000040606095748,0.020003651017466196,0.020000546530057138,0.020000463624630007,0.020002151384814735,0.020000356526470465,0.020000875375779752,0.020000909488023296,0.8199902022182386
0.05000095340230363,0.05000038830057059,0.5499862869368125,0.05000052140927601,0.05000172140454339,0.05000073479680138,0.050003341499676696,0.050000515889449294,0.05000092823884108,0.05000460812172537
0.007143210887584104,0.007143408158779667,0.23811674057736418,0.007143209771154938,0.007143222960536924,0.13691655868965844,0.5749622581402498,0.007143592952624406,0.007143262868243145,0.007144534993804439
0.01666676848111459,0.01666678012263531,0.8499886719729114,0.016666772834018802,0.0166669152471495,0.016667987189126966,0.01666725198787653,0.01666682112488354,0.016666965182098155,0.016675065858185113
0.005882984730785912,0.005882935441370244,0.9470514945108669,0.005883025039201868,0.005883035456325275,0.005883648116612695,0.0058838604778697155,0.0058830947401638115,0.0058830258251623396,0.005882895661641272
0.012500692144205069,0.012501008762096795,0.8874853667150107,0.0125010652611896,0.012501117243191561,0.012503555594269116,0.012502240936771705,0.012500840019630128,0.012500863095450959,0.012503250228184498
0.014286657155581863,0.014286577694746004,0.8714169560454987,0.0142869270206847,0.014286589115400563,0.014288339719300025,0.014287135680831134,0.014286689384383804,0.01428663614036858,0.014287492043204592
0.02500034314118555,0.025000269181296584,0.7749869680936993,0.025000343395431675,0.02500052266974019,0.025003605881219977,0.02500088979617193,0.025000366647052016,0.02500187289694998,0.02500481829725273
0.020000273318181785,0.02000021142643185,0.8199926626503766,0.020000219739014224,0.02000025173967999,0.02000210642092279,0.020000469263018746,0.020000606995382975,0.020000302131073365,0.02000289631591767
0.025000647037316026,0.025000542245644977,0.7749930787131429,0.025000440471876478,0.025000959604716655,0.0250005571440316,0.025000778023625707,0.025001345384724195,0.02500064640754374,0.025001004967377737
0.014286753122125673,0.01428730016101533,0.32031616778389055,0.014286927483309352,0.01428674405401963,0.01428844263031922,0.5653864535804867,0.01428699619548552,0.01428801740294427,0.014286197586403737
0.050000223159264105,0.05000024447576024,0.549995186534011,0.05000024328374825,0.05000071316101246,0.05000015385826729,0.05000143966133881,0.05000020147486909,0.05000051997422791,0.05000107441750079
0.050001467852711964,0.05000162410991873,0.05000152011358111,0.05000232942373209,0.05000161209554603,0.05000242502808317,0.05000106883804502,0.05000185337273642,0.05000149393320877,0.5499846052324366
0.02000130819777027,0.020001492980474378,0.020009981461149105,0.020001088308572244,0.02000127701776644,0.02000226531208701,0.02000375212231588,0.020001534282091338,0.020002738464843586,0.8199745618529298
0.008334007008248817,0.008334003095048505,0.008334160100831264,0.9249902122377615,0.008333869737966373,0.00833627797675443,0.008335109101985852,0.008333799386030278,0.008333814468969627,0.008334746886403333
0.01250093521837883,0.012500792587537925,0.8874898729046014,0.012500687338185127,0.012500953980187567,0.012502002975706765,0.012500776748370624,0.012500667853549698,0.012501208256822625,0.01250210213665956
0.010000858117823886,0.010001066447706137,0.010006464389870936,0.01000104201023327,0.010000949941671812,0.010001102368983064,0.010001734087631694,0.01000103590515045,0.010001150129404878,0.9099845966015239
0.02500083145191291,0.02500049422135562,0.025007945362198674,0.02500074801930325,0.025000384479598656,0.774983462945336,0.02500279163322593,0.025000691147462856,0.025000465415519316,0.025002185324086733
0.020001966748669497,0.020001948026252603,0.8199826719718918,0.020002019466751498,0.02000178419988967,0.020001767187241896,0.020001519118750158,0.020001689238561188,0.020002514138467306,0.02000211990352437
0.025000186155234912,0.02500018677580543,0.7749901166101658,0.025000123417473034,0.025000252361486498,0.025003217701643446,0.025000628355510965,0.02500021532944342,0.025000521363262165,0.025004551929974316
0.016667553423311113,0.016667263411716367,0.8499872569622949,0.016667442361156533,0.01666744904562262,0.016669020895304906,0.01666723415714098,0.016668327205113073,0.016667622866371516,0.016670829671967886
0.03333346256378274,0.033333495820393334,0.033338338021456616,0.03333350984204811,0.03333359875308457,0.03333863626825375,0.033333753338812104,0.033333798807941115,0.03333375118823286,0.6999876553959948
0.016666711353873896,0.01666674501107249,0.8499951729807905,0.016666708645368743,0.016666775057598046,0.016667896055064503,0.01666722194736904,0.016666724801159896,0.016666838883504138,0.01666920526419862
0.014288493265505985,0.01428840124514563,0.8714033168633455,0.014288695226234709,0.014288270941405766,0.014289274405909446,0.014288466715393593,0.01428910478413266,0.014288391160469512,0.014287585392457036
0.03333370202036625,0.03333362720311144,0.6999949891700336,0.033333528804268146,0.03333371833373417,0.03333352130261679,0.0333348767657272,0.033333665865900246,0.033334070034572234,0.03333430049966999
0.011112907630521458,0.011112424031015146,0.899981832018266,0.011112696392091389,0.011115221199486448,0.011113193495189333,0.011112512943364974,0.011112441310505691,0.011112621967334757,0.011114149012224893
0.020002580965786894,0.02000159321471474,0.020007066780826543,0.020001851882264735,0.02000214757214986,0.02000255095700218,0.02000178810941584,0.020002415212316518,0.02000278304021493,0.8199752222653077
0.014285734072764112,0.014285764325400017,0.0142870376620354,0.014285775260615873,0.01428577663399579,0.014286897097504182,0.014285902748678862,0.014285783600749034,0.014285850299527858,0.8714254782987289
0.009091323858217707,0.009091444759392678,0.0090916687281969,0.009091523351445675,0.009091498846054676,0.009091739182083164,0.009092095090375498,0.009091501828494344,0.00909173293234114,0.9181754714233983
0.010000084103053808,0.010000170662542524,0.01000728677602964,0.010000068424032917,0.010000098528280878,0.010000879409606367,0.010001032609130125,0.010000083598573647,0.010000208494910547,0.9099900873938395
0.01250095512616118,0.012501004382347103,0.012504967769422566,0.012501215010665454,0.012502048582565319,0.012501163207946383,0.012500826819450238,0.012501321021642024,0.01250134937862064,0.8874851487011791
0.0333333818555513,0.03333348937771256,0.03333774026711925,0.03333352560194297,0.03333348575696247,0.033338348312546215,0.0333339397750634,0.033333524830524326,0.033333751102118274,0.6999888131204592
0.016667734060443178,0.016668374096250046,0.8499821522013715,0.016668527587433448,0.01666861997055199,0.016667845409635097,0.016668508504834128,0.016668995907645656,0.01666869434411256,0.016670547917722444
0.03333781264493858,0.03333685741769544,0.033335348451864553,0.03333843070026158,0.0333397895784145,0.03333543328751819,0.0333367079614669,0.0333374926436273,0.03333836222008908,0.699963765094124
0.02500039868698372,0.025000227524945517,0.02500398500098841,0.02500026675927684,0.025000996122901402,0.025002377442516894,0.02500049931266581,0.025000662274430218,0.02500044936468362,0.7749901375106075
0.020002018687296407,0.020002432367875477,0.23181277044804463,0.02000193064241272,0.020001728662293335,0.020002755064665593,0.02000704679734666,0.020002241958505643,0.020002715487760416,0.6081643598837992
0.007692859576629436,0.007693117846752401,0.5092559446740477,0.007692881265993624,0.42920093014064636,0.007692832686701188,0.007692761861687428,0.007692904258606698,0.007692909990877323,0.007692857698058015
0.005883542087079261,0.00588290160758075,0.4291200974563177,0.005883102404799877,0.005883152943353082,0.005883223223481645,0.005885075116797468,0.005882909959870354,0.00588300303380738,0.5238129921669124
0.014287492374850868,0.014287042593225049,0.014287072573312864,0.014287213848006656,0.014287150555625109,0.014288172706070933,0.014286655728525471,0.014287232104658059,0.014286866757627966,0.871415100758097
0.025000172735835387,0.025000170013834127,0.025002762982347725,0.025000197286259483,0.025000231648966104,0.025002397989615423,0.025000246899071075,0.02500020977043866,0.025000532459530253,0.7749930782141018
0.03333354734844882,0.03333377765467147,0.033337762032914935,0.0333336038761108,0.033333658523105936,0.03333869095510827,0.03333353250847367,0.03333353352939807,0.03333372507825362,0.6999881684935144
0.016666917040581538,0.016667055543651506,0.543616610007519,0.016668017031758565,0.01666686270654524,0.32304593249579217,0.016667554501882228,0.016666853058253387,0.01666699181680865,0.01666720579720788
0.00769253011007104,0.007692514186417806,0.9307629118330317,0.007692466451644606,0.007692521644181887,0.007693191930205533,0.007692640712692851,0.007692576173624621,0.007692562947446682,0.00769608401068334
0.025000530315344216,0.02500024737505106,0.7749874563512551,0.02500033234866238,0.02500069607732763,0.025003382385012336,0.025000228063970533,0.025000481943473974,0.02500093827115073,0.025005706868752087
0.01666709924734657,0.016667693667006222,0.8499914916961718,0.01666707746138152,0.016667167401708614,0.016668759842775063,0.016667533697921486,0.016667416019739346,0.016667371897223757,0.016668389068725458
0.011111143126857074,0.011111152267979854,0.011112271212267036,0.011111156374940727,0.01111118180509274,0.011112145710070728,0.011111222492989278,0.011111222923101472,0.01111121880843002,0.899997285278271
0.01250028932308448,0.012500249400390514,0.01250108066129811,0.01250036546266351,0.0125002479016254,0.012501522182224962,0.012500296239759326,0.012500333494885364,0.012500314859279132,0.8874953004747892
0.050000993558836755,0.05000052942106952,0.5499774638088575,0.050000466677334134,0.05000045356077521,0.050010736134541094,0.050007946471513756,0.05000048249006066,0.0500004163002258,0.05000051157678563
0.033334155935597076,0.033333674184828736,0.6999744949129283,0.033333870897338906,0.03333448226198337,0.033340479181038336,0.03333373817361165,0.03333408250116997,0.033334782049564596,0.033346239901939155
